Word,Frequency,Part-of-speech,Percentage So Far
 مُسْتَوْدَع,2,Noun,96.1738755
 مُسَحَّرِين,2,Noun,96.17657376
 مَسْرُور,2,Noun,96.17927201
 مَسْكَنَة,2,Noun,96.18197027
 مُسْوَدّ,2,Noun,96.18466852
 مُّسَوَّمَة,2,Noun,96.18736677
 مُشْتَرِكُون,2,Noun,96.19006503
 مُّشْرِقِين,2,Noun,96.19276328
 مُشْرِكَة,2,Noun,96.19546154
 مَّشْكُور,2,Noun,96.19815979
 مُصْرِخ,2,Noun,96.20085804
 مُصَيْطِر,2,Noun,96.2035563
 مُطَلَّقَٰت,2,Noun,96.20625455
 مُطْمَئِنّ,2,Noun,96.20895281
 مُظْلِم,2,Noun,96.21165106
 مَعَاذ,2,Noun,96.21434932
 مَعَارِج,2,Noun,96.21704757
 مَعَٰيِش,2,Noun,96.21974582
 مُعْتَد,2,Noun,96.22244408
 مَعْصِيَت,2,Noun,96.22514233
 مَّعْلُوم,2,Adjective,96.22784059
 مَّعْلُومَٰت,2,Adjective,96.23053884
 مَغْلُولَة,2,Noun,96.2332371
 مُّغْنُون,2,Noun,96.23593535
 مَفَازَة,2,Noun,96.2386336
 مُفْتَرُون,2,Noun,96.24133186
 مُّفْتَرًى,2,Noun,96.24403011
 مَّفْرُوض,2,Adjective,96.24672837
 مَقَالِيد,2,Noun,96.24942662
 مُّقْتَصِد,2,Noun,96.25212488
 مُقَدَّس,2,Adjective,96.25482313
 مُّقَرَّنِين,2,Noun,96.25752138
 مَّقْضِيّ,2,Adjective,96.26021964
 مُّقِيم,2,Adjective,96.26291789
 مَّكَان,2,Location adverb,96.26561615
 مِكْيَال,2,Noun,96.2683144
 مُلَٰقِي,2,Noun,96.27101265
 مُلْتَحَد,2,Noun,96.27371091
 مِلْح,2,Noun,96.27640916
 مَلِك,2,Adjective,96.27910742
 مُلِيم,2,Noun,96.28180567
 مَّمْدُود,2,Adjective,96.28450393
 مُمَزَّق,2,Noun,96.28720218
 مَنَازِل,2,Noun,96.28990043
 مَّنَّاع,2,Adjective,96.29259869
 مُنَجُّو,2,Noun,96.29529694
 مُنزَل,2,Noun,96.2979952
 مَنشُور,2,Noun,96.30069345
 مَنصُور,2,Noun,96.30339171
 مُنقَلَب,2,Noun,96.30608996
 مَهْلِك,2,Noun,96.30878821
 مَوَاخِر,2,Noun,96.31148647
 مَوَٰلِى,2,Noun,96.31418472
 مُؤَذِّن,2,Noun,96.31688298
 مُوسِع,2,Noun,96.31958123
 مُّؤْمِنَة,2,Noun,96.32227949
 مِيرَٰث,2,Noun,96.32497774
 مَيْل,2,Noun,96.32767599
 نَآئِمُون,2,Noun,96.33037425
 نَادِي,2,Noun,96.3330725
 نَاظِرَة,2,Noun,96.33577076
 نَافِلَة,2,Noun,96.33846901
 نَجِيّ,2,Noun,96.34116726
 نَّخْلَة,2,Noun,96.34386552
 نِدَآء,2,Noun,96.34656377
 نَّدَامَة,2,Noun,96.34926203
 نَّذْر,2,Noun,96.35196028
 نَزْغ,2,Noun,96.35465854
 نَسْف,2,Noun,96.35735679
 نُسُك,2,Noun,96.36005504
 نَسْل,2,Noun,96.3627533
 نُشُوز,2,Noun,96.36545155
 نَضْرَة,2,Noun,96.36814981
 نُّعَاس,2,Noun,96.37084806
 نَّعْمَة,2,Noun,96.37354632
 نَفَقَة,2,Noun,96.37624457
 نَقْص,2,Noun,96.37894282
 نَقْض,2,Noun,96.38164108
 نَقِير,2,Noun,96.38433933
 نَّمْل,2,Noun,96.38703759
 نُّهَىٰ,2,Noun,96.38973584
 هَادِي,2,Noun,96.3924341
 هَٰذَٰن,2,Demonstrative pronoun,96.39513235
 هَالِك,2,Noun,96.3978306
 هَبَآء,2,Noun,96.40052886
 هَدِيَّة,2,Noun,96.40322711
 هَشِيم,2,Noun,96.40592537
 هَنِيٓـٔ,2,Adjective,96.40862362
 هَنِيٓـٔ,2,Noun,96.41132187
 هَيْهَات,2,Noun,96.41402013
 هَيْـَٔة,2,Noun,96.41671838
 وَاصِب,2,Noun,96.41941664
 وَاقِعَة,2,Noun,96.42211489
 وَٰلِدَة,2,Noun,96.42481315
 وَثَاق,2,Noun,96.4275114
 وُثْقَىٰ,2,Adjective,96.43020965
 وَجِيه,2,Noun,96.43290791
 وَدْق,2,Noun,96.43560616
 وِرْد,2,Noun,96.43830442
 وَرَق,2,Noun,96.44100267
 وَزِير,2,Noun,96.44370093
 وَسِيلَة,2,Noun,96.44639918
 وَطَر,2,Noun,96.44909743
 وَلَٰيَت,2,Noun,96.45179569
 وَهَّاب,2,Noun,96.45449394
 وَهْن,2,Noun,96.4571922
 وَيْكَأَنّ,2,Accusative particle,96.45989045
 يَابِسَٰت,2,Adjective,96.46258871
 يَأْجُوج,2,Proper noun,96.46528696
 يَتِيم,2,Adjective,96.46798521
 يُسْرَىٰ,2,Noun,96.47068347
 يَقِين,2,Adjective,96.47338172
 يَنبُوع,2,Noun,96.47607998
 ءَازِفَة,2,Noun,96.47877823
 ءَامِن,2,Adjective,96.48147648
 ءَانَآء,2,Noun,96.48417474
 ٱسْتَـْٔجَرْ,2,Verb,96.48687299
 أَجَّلَ,2,Verb,96.48957125
 ءَاذَن,2,Verb,96.4922695
 تَأَذَّنَ,2,Verb,96.49496776
 يَأْتَمِرُ,2,Verb,96.49766601
 تَبْتَئِسْ,2,Verb,96.50036426
 بَرَّأَ,2,Verb,96.50306252
 تُبْرِئُ,2,Verb,96.50576077
 تَبَرُّ,2,Verb,96.50845903
 بُرِّزَتِ,2,Verb,96.51115728
 أُبْسِلُ,2,Verb,96.51385554
 بَٰشِرُ,2,Verb,96.51655379
 بَطَنَ,2,Verb,96.51925204
 بُعْثِرَ,2,Verb,96.5219503
 بَعُدَتْ,2,Verb,96.52464855
 يُبْلِىَ,2,Verb,96.52734681
 بُهِتَ,2,Verb,96.53004506
 يَبُورُ,2,Verb,96.53274332
 تَبَّ,2,Verb,96.53544157
 تَبَّرْ,2,Verb,96.53813982
 يُثْبِتُ,2,Verb,96.54083808
 أَثْخَن,2,Verb,96.54353633
 أَثْمَرَ,2,Verb,96.54623459
 ٱجْلِدُ,2,Verb,96.54893284
 تَجَلَّىٰ,2,Verb,96.55163109
 جَلَّىٰ,2,Verb,96.55432935
 ٱجْتَمَعُ,2,Verb,96.5570276
 جَنَحُ,2,Verb,96.55972586
 جَهَّزَ,2,Verb,96.56242411
 يُحْبَرُ,2,Verb,96.56512237
 يَحْبِسُ,2,Verb,96.56782062
 يُحَآدُّ,2,Verb,96.57051887
 حَآدَّ,2,Verb,96.57321713
 يُحَذِّرُ,2,Verb,96.57591538
 حَارَبَ,2,Verb,96.57861364
 حَرِّضِ,2,Verb,96.58131189
 حَصِرَتْ,2,Verb,96.58401015
 أُحْصِرُ,2,Verb,96.5867084
 يَحُضُّ,2,Verb,96.58940665
 ٱسْتَحَقَّ,2,Verb,96.59210491
 يُحَكِّمُ,2,Verb,96.59480316
 أُحْكِمَتْ,2,Verb,96.59750142
 ٱسْتَحْوَذَ,2,Verb,96.60019967
 يُحَاوِرُ,2,Verb,96.60289793
 أَخْبَتُ,2,Verb,96.60559618
 يَخْدَعُ,2,Verb,96.60829443
 يُخَٰدِعُ,2,Verb,96.61099269
 يُخْسِرُ,2,Verb,96.61369094
 خَشَعَتِ,2,Verb,96.6163892
 يَخْتَصُّ,2,Verb,96.61908745
 يَخْصِفَ,2,Verb,96.6217857
 أَخْطَأْ,2,Verb,96.62448396
 يَتَخَٰفَتُ,2,Verb,96.62718221
 يَخْلُدْ,2,Verb,96.62988047
 أَخْلَدَ,2,Verb,96.63257872
 أَخْلَصُ,2,Verb,96.63527698
 يُخَالِفُ,2,Verb,96.63797523
 يَخْتَانُ,2,Verb,96.64067348
 يَتَخَيَّرُ,2,Verb,96.64337174
 يُدْحِضُ,2,Verb,96.64606999
 نَسْتَدْرِجُ,2,Verb,96.64876825
 يَدُعُّ,2,Verb,96.6514665
 دُكَّتِ,2,Verb,96.65416476
 أَدْلَىٰ,2,Verb,96.65686301
 دَنَا,2,Verb,96.65956126
 يُدْهِنُ,2,Verb,96.66225952
 ذُلِّلَتْ,2,Verb,96.66495777
 يُرَآءُ,2,Verb,96.66765603
 تَرَآءَتِ,2,Verb,96.67035428
 رَبَّيَ,2,Verb,96.67305254
 أَرْبَىٰ,2,Verb,96.67575079
 رَتَّلْ,2,Verb,96.67844904
 تَرْجُفُ,2,Verb,96.6811473
 رَحُبَتْ,2,Verb,96.68384555
 تَرَٰضَ,2,Verb,96.68654381
 رَعَ,2,Verb,96.68924206
 رَٰعِ,2,Verb,96.69194031
 يَتَرَقَّبُ,2,Verb,96.69463857
 أَرْكَسَ,2,Verb,96.69733682
 تَرْكَنُ,2,Verb,96.70003508
 يُزْجِى,2,Verb,96.70273333
 تَزْرَعُ,2,Verb,96.70543159
 زَلَلْ,2,Verb,96.70812984
 يَزْنُ,2,Verb,96.71082809
 أَزَاغَ,2,Verb,96.71352635
 يَسُبُّ,2,Verb,96.7162246
 يَسْبَحُ,2,Verb,96.71892286
 يُسْحَبُ,2,Verb,96.72162111
 سَخِطَ,2,Verb,96.72431937
 يَسْفِكُ,2,Verb,96.72701762
 ٱسْتَسْقَىٰ,2,Verb,96.72971587
 ٱنسَلَخَ,2,Verb,96.73241413
 سَلَّطَ,2,Verb,96.73511238
 أَسْلَفَتْ,2,Verb,96.73781064
 ٱسْوَدَّتْ,2,Verb,96.74050889
 شَرَعَ,2,Verb,96.74320714
 يُشْعِرُ,2,Verb,96.7459054
 أَشْفَقْ,2,Verb,96.74860365
 يَشْفِ,2,Verb,96.75130191
 شَقَقْ,2,Verb,96.75400016
 ٱشْتَمَلَتْ,2,Verb,96.75669842
 ٱسْتَشْهِدُ,2,Verb,96.75939667
 تُصَٰحِبْ,2,Verb,96.76209492
 صَعِقَ,2,Verb,96.76479318
 صَغَتْ,2,Verb,96.76749143
 أَصْفَىٰ,2,Verb,96.77018969
 صَلَبُ,2,Verb,96.77288794
 صَلَحَ,2,Verb,96.7755862
 تَصْطَلُ,2,Verb,96.77828445
 صَمُّ,2,Verb,96.7809827
 يَصُمْ,2,Verb,96.78368096
 ضَعُفَ,2,Verb,96.78637921
 ٱضْمُمْ,2,Verb,96.78907747
 طَلَعَت,2,Verb,96.79177572
 يَطْمِثْ,2,Verb,96.79447398
 يُطَاعُ,2,Verb,96.79717223
 تَطَوَّعَ,2,Verb,96.79987048
 يَطَّوَّفَ,2,Verb,96.80256874
 ظَلَّلْ,2,Verb,96.80526699
 تَظَٰهَرُ,2,Verb,96.80796525
 عَبَسَ,2,Verb,96.8106635
 يَعْرِشُ,2,Verb,96.81336175
 عَرَّفَ,2,Verb,96.81606001
 يَتَعَارَفُ,2,Verb,96.81875826
 يَعْزُبُ,2,Verb,96.82145652
 يَعْصِرُ,2,Verb,96.82415477
 عَضُّ,2,Verb,96.82685303
 تَعْضُلُ,2,Verb,96.82955128
 يُعَظِّمْ,2,Verb,96.83224953
 يُعَقِّبْ,2,Verb,96.83494779
 يَتَعَلَّمُ,2,Verb,96.83764604
 أَعَانَ,2,Verb,96.8403443
 تَعَاوَنُ,2,Verb,96.84304255
 عَيِي,2,Verb,96.84574081
 يُغَادِرُ,2,Verb,96.84843906
 غَرَبَت,2,Verb,96.85113731
 أَغْرَيْ,2,Verb,96.85383557
 ٱسْتَغْشَ,2,Verb,96.85653382
 ٱغْلُظْ,2,Verb,96.85923208
 تَغْلُو,2,Verb,96.86193033
 غَنِمْ,2,Verb,96.86462859
 غِيضَ,2,Verb,96.86732684
 يَفْجُرَ,2,Verb,96.87002509
 فَرَغْ,2,Verb,96.87272335
 يَفْسَحِ,2,Verb,96.8754216
 تَفْقِدُ,2,Verb,96.87811986
 تَفِيضُ,2,Verb,96.88081811
 قَدِمْ,2,Verb,96.88351636
 تَقَدَّمَ,2,Verb,96.88621462
 قَسَمْ,2,Verb,96.88891287
 يَقْنُتْ,2,Verb,96.89161113
 تَقَوَّلَ,2,Verb,96.89430938
 قَيَّضْ,2,Verb,96.89700764
 يَتَكَبَّرُ,2,Verb,96.89970589
 كَثُرَ,2,Verb,96.90240414
 أَكْثَرُ,2,Verb,96.9051024
 كَرَّمْ,2,Verb,96.90780065
 أَكْمَلْ,2,Verb,96.91049891
 كَالُ,2,Verb,96.91319716
 ٱكْتَالُ,2,Verb,96.91589542
 ٱسْتَكَانُ,2,Verb,96.91859367
 لَّجُّ,2,Verb,96.92129192
 يَلْحَقُ,2,Verb,96.92399018
 يَلْتَفِتْ,2,Verb,96.92668843
 ٱلْتَقَطَ,2,Verb,96.92938669
 لُمَّ,2,Verb,96.93208494
 يَلْهَثْ,2,Verb,96.9347832
 لِن,2,Verb,96.93748145
 يُمَحِّصَ,2,Verb,96.9401797
 يَمْحَقُ,2,Verb,96.94287796
 ٱمْتَحَنَ,2,Verb,96.94557621
 مَرَجَ,2,Verb,96.94827447
 مُزِّقْ,2,Verb,96.95097272
 يَتَمَآسَّ,2,Verb,96.95367097
 يُمَنِّي,2,Verb,96.95636923
 مَهِّلِ,2,Verb,96.95906748
 تَمُورُ,2,Verb,96.96176574
 يَمِيزَ,2,Verb,96.96446399
 ٱنتَبَذَتْ,2,Verb,96.96716225
 نَجَا,2,Verb,96.9698605
 يُنزَفُ,2,Verb,96.97255875
 يَنسَخُ,2,Verb,96.97525701
 يَنسِلُ,2,Verb,96.97795526
 ٱنشُزُ,2,Verb,96.98065352
 نُصِبَتْ,2,Verb,96.98335177
 أَنصِتُ,2,Verb,96.98605003
 ٱسْتَنصَرَ,2,Verb,96.98874828
 أَنطَقَ,2,Verb,96.99144653
 نَافَقُ,2,Verb,96.99414479
 نَكَصَ,2,Verb,96.99684304
 تَنْهَرْ,2,Verb,96.9995413
 يُهْرَعُ,2,Verb,97.00223955
 هَزَمُ,2,Verb,97.00493781
 أَهَٰنَ,2,Verb,97.00763606
 يُهَيِّئْ,2,Verb,97.01033431
 يَهِيجُ,2,Verb,97.01303257
 وَجَّهْ,2,Verb,97.01573082
 وَرَدَ,2,Verb,97.01842908
 تَوَارَتْ,2,Verb,97.02112733
 أَوْزِعْ,2,Verb,97.02382558
 أَوْعَىٰٓ,2,Verb,97.02652384
 وُكِّلَ,2,Verb,97.02922209
 ٱسْتَيْـَٔسَ,2,Verb,97.03192035
 تَيَسَّرَ,2,Verb,97.0346186
 ٱسْتَيْسَرَ,2,Verb,97.03731686
 ٱسْتَيْقَنَتْ,2,Verb,97.04001511
 آخِر,1,Time adverb,97.04136424
 آزَر,1,Proper noun,97.04271336
 آمِّين,1,Noun,97.04406249
 أَبّ,1,Noun,97.04541162
 أَبَابِيل,1,Adjective,97.04676075
 أَبَارِيق,1,Noun,97.04810987
 أَبْتَر,1,Noun,97.049459
 ٱتِّخَاذ,1,Noun,97.05080813
 أَتْرَاب,1,Adjective,97.05215725
 أَثَٰرَة,1,Noun,97.05350638
 أَثَام,1,Noun,97.05485551
 أَثْل,1,Noun,97.05620464
 أَجْدَر,1,Noun,97.05755376
 إِجْرَام,1,Noun,97.05890289
 أَجْل,1,Noun,97.06025202
 أَجِنَّة,1,Noun,97.06160114
 أَحَبّ,1,Noun,97.06295027
 أَحِبَّٰٓؤ,1,Noun,97.0642994
 أَحْرَص,1,Noun,97.06564853
 أَحْسَن,1,Adjective,97.06699765
 أَحْصَىٰ,1,Noun,97.06834678
 أَحْقَاب,1,Time adverb,97.06969591
 أَحْقَاف,1,Proper noun,97.07104503
 أَحْمَال,1,Noun,97.07239416
 أَحْمَد,1,Proper noun,97.07374329
 أَحْوَىٰ,1,Adjective,97.07509242
 ٱخْتِلَٰق,1,Noun,97.07644154
 أُخْدُود,1,Noun,97.07779067
 أَخْزَىٰ,1,Noun,97.0791398
 أَخْضَر,1,Adjective,97.08048892
 أَخْفَى,1,Noun,97.08183805
 إِدّ,1,Adjective,97.08318718
 أَدَآء,1,Noun,97.08453631
 إِدْبَٰر,1,Noun,97.08588543
 أَدْنَىٰ,1,Adjective,97.08723456
 أَدْنَىٰ,1,Time adverb,97.08858369
 أَدْهَىٰ,1,Adjective,97.08993281
 إِذَا,1,Conditional particle,97.09128194
 أَذَٰن,1,Noun,97.09263107
 أَرْبَع,1,Time adverb,97.09398019
 إِرْبَة,1,Noun,97.09532932
 أَرْجَآئ,1,Noun,97.09667845
 إِرْصَاد,1,Noun,97.09802758
 إِرَم,1,Proper noun,97.0993767
 أَزّ,1,Noun,97.10072583
 أَزْر,1,Noun,97.10207496
 ٱسْتِبْدَال,1,Noun,97.10342408
 ٱسْتِحْيَآء,1,Noun,97.10477321
 ٱسْتِعْجَال,1,Noun,97.10612234
 ٱسْتِغْفَار,1,Noun,97.10747147
 أَسْر,1,Noun,97.10882059
 أَسْفَل,1,Adjective,97.11016972
 أَسْوَد,1,Adjective,97.11151885
 أَشْرَاط,1,Noun,97.11286797
 إِشْرَاق,1,Noun,97.1142171
 أَشَقّ,1,Adjective,97.11556623
 إِصْبَاح,1,Noun,97.11691536
 أَصْوَاف,1,Noun,97.11826448
 أَطْغَىٰ,1,Noun,97.11961361
 أَطْوَار,1,Noun,97.12096274
 أَعْجَمِىّ,1,Adjective,97.12231186
 أَعْجَمِين,1,Noun,97.12366099
 إِعْصَار,1,Noun,97.12501012
 أَعْظَم,1,Adjective,97.12635925
 أَفْصَح,1,Noun,97.12770837
 أَفْنَان,1,Noun,97.1290575
 إِقَامَت,1,Noun,97.13040663
 أَقَاوِيل,1,Noun,97.13175575
 أَقْدَمُون,1,Noun,97.13310488
 أَقْصَا,1,Adjective,97.13445401
 أَقْفَال,1,Noun,97.13580314
 أَقْنَىٰ,1,Noun,97.13715226
 أَقْوَٰت,1,Noun,97.13850139
 أَكَّٰلُون,1,Noun,97.13985052
 أَكْرَم,1,Noun,97.14119964
 أَكْرَم,1,Adjective,97.14254877
 أَكْنَٰن,1,Noun,97.1438979
 إِلْحَاد,1,Noun,97.14524703
 إِلْحَاف,1,Noun,97.14659615
 أَلَدّ,1,Noun,97.14794528
 ٱلْعُزَّىٰ,1,Proper noun,97.14929441
 أَلْفَاف,1,Adjective,97.15064353
 أَلْقَٰب,1,Noun,97.15199266
 ٱللَّٰت,1,Proper noun,97.15334179
 إِلَّم,1,Conditional particle,97.15469091
 إِمَّا,1,Conditional particle,97.15604004
 أَمَّارَة,1,Noun,97.15738917
 أَمَام,1,Time adverb,97.1587383
 أَمْت,1,Noun,97.16008742
 أَمْثَل,1,Noun,97.16143655
 إِمْر,1,Adjective,97.16278568
 أَمَرّ,1,Noun,97.1641348
 ٱمْرَأ,1,Noun,97.16548393
 ٱمْرُؤٌا,1,Noun,97.16683306
 إِمْسَاك,1,Noun,97.16818219
 أَمْشَاج,1,Adjective,97.16953131
 أَمْعَآء,1,Noun,97.17088044
 أَنَام,1,Noun,97.17222957
 أَنَامِل,1,Noun,97.17357869
 ٱنبِعَاث,1,Noun,97.17492782
 إِنسِيّ,1,Noun,97.17627695
 إِنشَآء,1,Noun,97.17762608
 إِنفَاق,1,Noun,97.1789752
 ٱنفِصَام,1,Noun,97.18032433
 أَنكَٰث,1,Noun,97.18167346
 أَنكَال,1,Noun,97.18302258
 أَنكَر,1,Noun,97.18437171
 إِنَىٰ,1,Noun,97.18572084
 أَنَّىٰ,1,Noun,97.18706997
 أَهِلَّة,1,Noun,97.18841909
 أَهْوَن,1,Noun,97.18976822
 أَوَّاب,1,Adjective,97.19111735
 أَوْبَار,1,Noun,97.19246647
 أَوْفَىٰ,1,Noun,97.1938156
 أَوْفَىٰ,1,Adjective,97.19516473
 أَوْلَيَٰن,1,Noun,97.19651386
 أَوْهَن,1,Noun,97.19786298
 إِى,1,Answer particle,97.19921211
 أَىّ,1,Conditional particle,97.20056124
 إِيَاب,1,Noun,97.20191036
 أَيَٰمَىٰ,1,Noun,97.20325949
 أَيَّان,1,Time adverb,97.20460862
 أَيْقَاظ,1,Noun,97.20595775
 إِين,1,Conditional particle,97.20730687
 بَآئِس,1,Noun,97.208656
 بَابِل,1,Proper noun,97.21000513
 بَاد,1,Noun,97.21135425
 بَادُون,1,Noun,97.21270338
 بَادِى,1,Noun,97.21405251
 بَٰرِزُون,1,Noun,97.21540164
 بَارِزَة,1,Noun,97.21675076
 بَارِئ,1,Adjective,97.21809989
 بَازِغ,1,Noun,97.21944902
 بَازِغَة,1,Noun,97.22079814
 بَاسِرَة,1,Noun,97.22214727
 بَاسِقَٰت,1,Noun,97.2234964
 بَاطِنَة,1,Noun,97.22484552
 بَاق,1,Noun,97.22619465
 بَٰلِغَة,1,Noun,97.22754378
 بَثّ,1,Noun,97.22889291
 بَحِيرَة,1,Noun,97.23024203
 بَخْس,1,Adjective,97.23159116
 بَخْس,1,Noun,97.23294029
 بِدَار,1,Noun,97.23428941
 بَدْر,1,Proper noun,97.23563854
 بِدْع,1,Noun,97.23698767
 بَدَل,1,Adjective,97.2383368
 بُدْن,1,Noun,97.23968592
 بَدَن,1,Noun,97.24103505
 بَدْو,1,Noun,97.24238418
 بَرّ,1,Adjective,97.2437333
 بَرَآء,1,Noun,97.24508243
 بَرَد,1,Noun,97.24643156
 بَرِىٓء,1,Adjective,97.24778069
 بَسّ,1,Noun,97.24912981
 بِسَاط,1,Noun,97.25047894
 بَسْط,1,Noun,97.25182807
 بَصَل,1,Noun,97.25317719
 بَطَر,1,Noun,97.25452632
 بَعْل,1,Proper noun,97.25587545
 بَعُوضَة,1,Noun,97.25722458
 بِغَآء,1,Noun,97.2585737
 بِغَال,1,Noun,97.25992283
 بُقْعَة,1,Noun,97.26127196
 بَقْل,1,Noun,97.26262108
 بِكْر,1,Noun,97.26397021
 بُكْرَة,1,Noun,97.26531934
 بُكِيّ,1,Noun,97.26666847
 بَكَّة,1,Proper noun,97.26801759
 بَل,1,Coordinating conjunction,97.26936672
 بَلِيغ,1,Adjective,97.27071585
 بَنَّآء,1,Noun,97.27206497
 بَهْجَة,1,Noun,97.2734141
 بَوَار,1,Noun,97.27476323
 بَيَٰت,1,Time adverb,97.27611236
 بِئْر,1,Noun,97.27746148
 بَيْض,1,Noun,97.27881061
 بِيَع,1,Noun,97.28015974
 بَيِّن,1,Adjective,97.28150886
 بَـِٔيس,1,Adjective,97.28285799
 تَٰٓئِبَٰت,1,Adjective,97.28420712
 تَّٰٓئِبُون,1,Noun,97.28555625
 تَّٰلِيَٰت,1,Noun,97.28690537
 تَبَاب,1,Noun,97.2882545
 تَبَار,1,Noun,97.28960363
 تَبْتِيل,1,Noun,97.29095275
 تَبْذِير,1,Noun,97.29230188
 تَبَرُّج,1,Noun,97.29365101
 تَبْصِرَة,1,Noun,97.29500013
 تِبْيَٰن,1,Noun,97.29634926
 تَبِيع,1,Noun,97.29769839
 تَتْبِيب,1,Noun,97.29904752
 تَتْرَا,1,Noun,97.30039664
 تَثْرِيب,1,Noun,97.30174577
 تَحَاوُر,1,Noun,97.3030949
 تَحَصُّن,1,Noun,97.30444402
 تَحِلَّة,1,Noun,97.30579315
 تَخَاصُم,1,Noun,97.30714228
 تَخْسِير,1,Noun,97.30849141
 تَخْفِيف,1,Noun,97.30984053
 تَخَوُّف,1,Noun,97.31118966
 تَخْوِيف,1,Noun,97.31253879
 تَذْكِير,1,Noun,97.31388791
 تَذْلِيل,1,Noun,97.31523704
 تَّرَآئِب,1,Noun,97.31658617
 تُّرَاث,1,Noun,97.3179353
 تَّرَاقِى,1,Noun,97.31928442
 تَرَبُّص,1,Noun,97.32063355
 تَسْرِيح,1,Noun,97.32198268
 تَسْمِيَة,1,Noun,97.3233318
 تَسْنِيم,1,Noun,97.32468093
 تَشَاوُر,1,Noun,97.32603006
 تَصْدِيَة,1,Noun,97.32737919
 تَصْلِيَة,1,Noun,97.32872831
 تَضْلِيل,1,Noun,97.33007744
 تَطْهِير,1,Noun,97.33142657
 تَعْس,1,Noun,97.33277569
 تَّعَفُّف,1,Noun,97.33412482
 تَّغَابُن,1,Noun,97.33547395
 تَغَيُّظ,1,Noun,97.33682308
 تَفَاخُر,1,Noun,97.3381722
 تَفَٰوُت,1,Noun,97.33952133
 تَفَث,1,Noun,97.34087046
 تَفْرِيق,1,Noun,97.34221958
 تَفْسِير,1,Noun,97.34356871
 تَقْتِيل,1,Noun,97.34491784
 تَقْوِيم,1,Noun,97.34626697
 تُقَىٰة,1,Noun,97.34761609
 تَكْبِير,1,Noun,97.34896522
 تَكْذِيب,1,Noun,97.35031435
 تَكْلِيم,1,Noun,97.35166347
 تَّلَاق,1,Noun,97.3530126
 تِلَاوَت,1,Noun,97.35436173
 تِلْقَآء,1,Location adverb,97.35571086
 تَمَام,1,Noun,97.35705998
 تَمْهِيد,1,Noun,97.35840911
 تَّنَاد,1,Noun,97.35975824
 تَّنَاوُش,1,Noun,97.36110736
 تَنكِيل,1,Noun,97.36245649
 تَّهْلُكَة,1,Noun,97.36380562
 تَوَّاب,1,Adjective,97.36515474
 تَّوْب,1,Noun,97.36650387
 تَوْصِيَة,1,Noun,97.367853
 تَوْكِيد,1,Noun,97.36920213
 تِّين,1,Noun,97.37055125
 ثَاقِب,1,Noun,97.37190038
 ثَاقِب,1,Adjective,97.37324951
 ثَّالِثَة,1,Noun,97.37459863
 ثَامِن,1,Noun,97.37594776
 ثَاوِي,1,Noun,97.37729689
 ثُبَات,1,Noun,97.37864602
 ثُبُوت,1,Noun,97.37999514
 ثَجَّاج,1,Adjective,97.38134427
 ثَّرَىٰ,1,Noun,97.3826934
 ثَقِيل,1,Noun,97.38404252
 ثَلَٰث,1,Time adverb,97.38539165
 ثَلَٰثَة,1,Time adverb,97.38674078
 ثُّلُث,1,Time adverb,97.38808991
 ثَمَٰنِى,1,Noun,97.38943903
 ثَمَٰنِين,1,Noun,97.39078816
 ثَمَٰنِيَة,1,Time adverb,97.39213729
 ثَمَرَة,1,Noun,97.39348641
 ثُّمُن,1,Noun,97.39483554
 ثَيِّبَٰت,1,Adjective,97.39618467
 جَآئِر,1,Noun,97.3975338
 جَاثِيَة,1,Noun,97.39888292
 جَٰرِيَٰت,1,Noun,97.40023205
 جَارِيَة,1,Noun,97.40158118
 جَارِيَة,1,Adjective,97.4029303
 جَاز,1,Noun,97.40427943
 جَامِدَة,1,Noun,97.40562856
 جَانِب,1,Location adverb,97.40697769
 جَٰهِلِيَّة,1,Noun,97.40832681
 جِبَاه,1,Noun,97.40967594
 جِبْت,1,Noun,97.41102507
 جَبِين,1,Noun,97.41237419
 جَدّ,1,Noun,97.41372332
 جُدَد,1,Noun,97.41507245
 جُدُر,1,Noun,97.41642158
 جُذَٰذ,1,Noun,97.4177707
 جَذْوَة,1,Noun,97.41911983
 جُرُف,1,Noun,97.42046896
 جُرُوح,1,Noun,97.42181808
 جَزُوع,1,Noun,97.42316721
 جِزْيَة,1,Noun,97.42451634
 جَسَد,1,Adjective,97.42586547
 جُفَآء,1,Noun,97.42721459
 جِفَان,1,Noun,97.42856372
 جَلَآء,1,Noun,97.42991285
 جَلَٰبِيب,1,Noun,97.43126197
 جَمّ,1,Adjective,97.4326111
 جَمَال,1,Noun,97.43396023
 جِمَٰلَت,1,Noun,97.43530935
 جُمُعَة,1,Proper noun,97.43665848
 جَمَل,1,Noun,97.43800761
 جُمْلَة,1,Noun,97.43935674
 جُنُب,1,Adjective,97.44070586
 جَنَف,1,Noun,97.44205499
 جَنِيّ,1,Adjective,97.44340412
 جَنَى,1,Noun,97.44475324
 جِهَار,1,Noun,97.44610237
 جُهْد,1,Noun,97.4474515
 جَهُول,1,Adjective,97.44880063
 جَوّ,1,Noun,97.45014975
 جَوَاب,1,Noun,97.45149888
 جَوَار,1,Noun,97.45284801
 جَوَارِح,1,Noun,97.45419713
 جُودِىّ,1,Proper noun,97.45554626
 جَوْف,1,Noun,97.45689539
